,hotel_id_in_our_database,hotel_name,hotel_location,hotel_star,hotel_location_rating,hotel_nearby_place_distance,hotel_popular_place_distance,district
1498,1000006280,T Series Place Serviced Apartment,"116/1 Charoenrat Soi 8 Charoenrat Road Thoong Wat Don, Sathorn, Sathorn, Bangkok, Thailand, 10120",3.0,4.0,Shrewsbury International School && 830 m ; Bob Botique && 860 m ; Vishnu Temple && 1.01 km ; Wat Worachanyawas Pier && 1.03 km ; Rich Tailor && 1.11 km ; Wat Sawetachat Pier && 1.22 km ; Tio Chew Chinese Cemetery && 1.22 km ; Wat Rajsingkorn Pier && 1.22 km ; Calypso Cabaret && 1.23 km ; Wat Suthiwararam && 1.24 km,Asiatique - The Riverfront && 1.25 km ; Yaowarat Road && 4.01 km ; Jim Thompson && 5.14 km ; Wat Pho Temple && 5.21 km ; Central World && 5.27 km ; Wat Saket && 5.53 km ; Wat Phra Kaew && 5.6 km ; Grand Palace && 5.67 km ; Terminal 21 Shopping Mall && 6.11 km ; Khao San Road && 6.26 km,Sathorn
1499,1000006281,The Unforgotten B&B,"Soi Sukorn2, Taladnoi, China Town, Bangkok, Thailand, 10100",2.5,9.1,Temple of the Golden Buddha (Wat Traimit) && 190 m ; Wat Traimit && 210 m ; Odeon Roundabout && 260 m ; San Jao Sien Khong && 310 m ; The Museum of Thai Red Cross Society && 320 m ; Hang Sura Lao Ngi Chun && 320 m ; Whitespace Gallery && 320 m ; Talat Noi && 370 m ; Hua Lamphong Railway Station && 410 m ; Chinatown - Bangkok && 430 m,Yaowarat Road && 440 m ; Wat Saket && 1.93 km ; Jim Thompson && 2.2 km ; Wat Pho Temple && 2.32 km ; Wat Phra Kaew && 2.59 km ; Grand Palace && 2.66 km ; Khao San Road && 2.82 km ; Central World && 3.09 km ; Asiatique - The Riverfront && 3.83 km ; Terminal 21 Shopping Mall && 5.22 km,China Town
1500,1000006282,The Quarter Residence Phayathai,"69/73 Phayathai Road, Phayathai, Rachthewi, Pratunam, Bangkok, Thailand, 10400",2.0,9.2,Phaya Thai BTS Station && 180 m ; Express Tailor && 220 m ; Ratchathewi BTS Station && 230 m ; Airport Rail Link Phayathai Station && 240 m ; Club Culture && 310 m ; Phayathai Plaza && 320 m ; Wang Suan Phakkat Palace && 350 m ; Krung Thong Plaza && 400 m ; Suan Pakkad Palace && 490 m ; King Power Complex && 600 m,Jim Thompson && 860 m ; Central World && 1.25 km ; Wat Saket && 2.87 km ; Yaowarat Road && 3.03 km ; Terminal 21 Shopping Mall && 3.55 km ; Khao San Road && 3.83 km ; Wat Pho Temple && 4.47 km ; Wat Phra Kaew && 4.49 km ; Grand Palace && 4.53 km ; Asiatique - The Riverfront && 6.56 km,Pratunam
1501,1000006283,Ibrik Resort by the River,"256 Soi Wat Rakhang, Arunamarin Road, Siriraj Bangkok Noi, Bangkok Riverside, Bangkok, Thailand, 10700",2.0,8.5,Studio 9 && 20 m ; Supatra River House && 40 m ; Tha Chang Pier && 250 m ; Maharaj Pier && 270 m ; Wang Lang (Siriraj) Pier && 280 m ; Wang Lang Market && 310 m ; Venich Vanish Restaurant && 320 m ; Thanon Maharat && 350 m ; Tha Maharaj && 380 m ; Soi Ma Toom && 390 m,Grand Palace && 660 m ; Wat Phra Kaew && 730 m ; Wat Pho Temple && 1.06 km ; Khao San Road && 1.37 km ; Wat Saket && 2.2 km ; Yaowarat Road && 2.91 km ; Jim Thompson && 4.57 km ; Central World && 5.79 km ; Asiatique - The Riverfront && 5.83 km ; Terminal 21 Shopping Mall && 8.2 km,Bangkok Riverside
1502,1000006284,Residence One,"22 Soi Sukhumvit 7. Klong Toey Nua, Wattana, Bangkok, Sukhumvit, Bangkok, Thailand, 10110",3.5,7.3,Twisted Republic && 120 m ; Buathip Thai Massage && 150 m ; Embassy of Syria && 180 m ; Cheap Charlie’s && 180 m ; Foodland Supermarket Pharmacy && 230 m ; Ambassador Hotel Fitness Centre && 230 m ; Baron's Fashions && 310 m ; Patrick&Co && 310 m ; Phu Fa && 320 m ; Paul Bespoke && 320 m,Terminal 21 Shopping Mall && 920 m ; Central World && 1.75 km ; Jim Thompson && 2.97 km ; Yaowarat Road && 4.96 km ; Wat Saket && 5.37 km ; Khao San Road && 6.42 km ; Wat Pho Temple && 6.77 km ; Wat Phra Kaew && 6.88 km ; Grand Palace && 6.93 km ; Asiatique - The Riverfront && 7.18 km,Sukhumvit
1503,1000006285,The Bhuthorn Bed And Breakfast,"96, 98 Phraeng Phuthorn Rd., San Chaophorsuea, Phranakhorn, Khaosan, Bangkok, Thailand, 10200",2.5,9.2,Heritage Craft and Cafe && 40 m ; Ministry of Interior && 140 m ; Tiger God Shrine && 150 m ; Suksit Siam && 160 m ; Royal Cemetery (Wat Ratchabopit) && 220 m ; Johny's Gems && 240 m ; Chao Phor Seua && 260 m ; Wat Ratchabophit && 290 m ; Ministry of Defence && 310 m ; Wat Rajapradit Sathitmahasimaram Rajaworavihara && 320 m,Wat Phra Kaew && 630 m ; Grand Palace && 660 m ; Khao San Road && 760 m ; Wat Pho Temple && 780 m ; Wat Saket && 1.02 km ; Yaowarat Road && 1.81 km ; Jim Thompson && 3.34 km ; Central World && 4.56 km ; Asiatique - The Riverfront && 5.36 km ; Terminal 21 Shopping Mall && 6.98 km,Khaosan
1504,1000006286,Baan Sopa Rajaprarop,"134 Soi Rachatapun, Pratunam, Bangkok, Thailand, 10400",2.5,8.0,Bangkok Dolls && 130 m ; Bangkok Doll Factory & Museum && 160 m ; Oasis Outdoor Arena and Creative Market && 240 m ; Airport Rail Link Makkasan Station && 300 m ; Robin Tailor && 460 m ; Water Bar && 490 m ; The Oxford Tailor && 500 m ; The Palladium World Shopping && 530 m ; Sabino Custom Tailor && 540 m ; Phyathai 1 Hospital && 600 m,Central World && 1.54 km ; Jim Thompson && 2.18 km ; Terminal 21 Shopping Mall && 2.71 km ; Wat Saket && 4.33 km ; Yaowarat Road && 4.42 km ; Khao San Road && 5.25 km ; Wat Pho Temple && 5.94 km ; Wat Phra Kaew && 5.96 km ; Grand Palace && 5.99 km ; Asiatique - The Riverfront && 7.59 km,Pratunam
1505,1000006287,Design Resort by Maleewana,"65 Mu 2 Ratchapreuk Road, BangKanoon, BangKruay, Thonburi, Bangkok, Thailand, 10110",2.5,5.7,The Crystal SB Ratchapruek && 210 m ; Changchui && 3.06 km ; Southern Bus Terminal && 3.24 km ; Mahannopparam School && 3.31 km ; Taling Chan Floating Market && 3.38 km ; Public Health Center Wat Chao Arm && 3.96 km ; The Paseo Park Kanchanapisek && 4.04 km ; Central Plaza Pinklao && 4.39 km ; Central Pinklao Shopping Complex && 4.41 km ; The Circle Ratchapruek && 4.52 km,Khao San Road && 7.56 km ; Grand Palace && 7.82 km ; Wat Phra Kaew && 7.89 km ; Wat Pho Temple && 8.26 km ; Wat Saket && 8.6 km ; Yaowarat Road && 9.9 km ; Jim Thompson && 10.72 km ; Central World && 11.89 km ; Asiatique - The Riverfront && 12.92 km ; Terminal 21 Shopping Mall && 14.31 km,Thonburi
1506,1000006290,The Overstay Hostel,"Charansanitwong Soi 40 tel 0647234975, Thonburi, Bangkok, Thailand",1.5,6.3,Central Pinklao Shopping Complex && 900 m ; Central Plaza Pinklao && 920 m ; Thewphaingarm School && 1.26 km ; Rama VIII Bridge and Park && 1.35 km ; Oil Liquor Company && 1.42 km ; Royal Barges National Museum && 1.5 km ; Phra Pin Klao Pier && 1.51 km ; Pin Klao Bridge && 1.52 km ; Rama VIII Bridge && 1.56 km ; Tawet Palace && 1.59 km,Khao San Road && 2.39 km ; Grand Palace && 2.9 km ; Wat Phra Kaew && 2.97 km ; Wat Pho Temple && 3.36 km ; Wat Saket && 3.41 km ; Yaowarat Road && 4.77 km ; Jim Thompson && 5.59 km ; Central World && 6.8 km ; Asiatique - The Riverfront && 8.23 km ; Terminal 21 Shopping Mall && 9.25 km,Thonburi
1507,1000006292,ZLEEP63 Hostel,"17/128, 17/129 Soi Song Prapa 1, Yak 2, Song Prapa Road., Don Mueang International Airport, Bangkok, Thailand, 10210",1.5,8.2,Don Mueang International Airport && 700 m ; Wat Don Mueang- Phra Arramluang && 720 m ; Harrow International School && 2.24 km ; Tesco Lotus Chaeng Wattana && 3.02 km ; The Avenue Chaengwattana && 3.02 km ; Mongkut Wattana Hospital && 3.02 km ; Wat Lak Si && 3.02 km ; Big C Chaeng Wattana && 3.02 km ; IT Square && 3.02 km ; Central General Hospital && 3.95 km,Central World && 20.68 km ; Jim Thompson && 20.72 km ; Terminal 21 Shopping Mall && 21.02 km ; Khao San Road && 21.19 km ; Wat Saket && 21.2 km ; Grand Palace && 22.32 km ; Wat Phra Kaew && 22.35 km ; Yaowarat Road && 22.39 km ; Wat Pho Temple && 22.64 km ; Asiatique - The Riverfront && 26.39 km,Don Mueang International Airport
1508,1000006293,Phiman River View Guest House,"123 Samsen Soi 5, Samsen Road, Wat-Sampraya District, Bangkok Riverside, Bangkok, Thailand, 10200",1.5,7.9,Rama 8 Bridge Pier && 70 m ; Rama VIII Bridge && 230 m ; Bang Khunphrom Palace && 300 m ; Oil Liquor Company && 310 m ; Santi Chai Prakan Park && 380 m ; Rama VIII Bridge and Park && 380 m ; Tawet Palace && 390 m ; Phra Sumen Fort & Santichaiprakan Park && 400 m ; National Bank && 410 m ; Taekee Taekon && 450 m,Khao San Road && 940 m ; Wat Saket && 1.78 km ; Grand Palace && 1.94 km ; Wat Phra Kaew && 1.99 km ; Wat Pho Temple && 2.34 km ; Yaowarat Road && 3.24 km ; Jim Thompson && 3.89 km ; Central World && 5.11 km ; Asiatique - The Riverfront && 7.05 km ; Terminal 21 Shopping Mall && 7.57 km,Bangkok Riverside
1509,1000006294,New C.H. Guest House,"85-87 bavorniwed. phranakorn, Khaosan, Bangkok, Thailand, 10200",1.5,8.6,Ratchadamnoen Avenue && 80 m ; Thai Armani Fashion && 100 m ; October 14 Memorial && 110 m ; New Boston Tailor && 140 m ; Royal Pavilion Mahajetsadabadin && 140 m ; Brick Bar && 180 m ; Satriwithaya School && 190 m ; Buddy Tailor && 190 m ; Buddy Bar && 190 m ; Lava Club && 210 m,Khao San Road && 240 m ; Wat Saket && 850 m ; Grand Palace && 1.22 km ; Wat Phra Kaew && 1.23 km ; Wat Pho Temple && 1.49 km ; Yaowarat Road && 2.19 km ; Jim Thompson && 3.21 km ; Central World && 4.45 km ; Asiatique - The Riverfront && 6.01 km ; Terminal 21 Shopping Mall && 6.91 km,Khaosan
1510,1000006295,Sabuydee Guesthouse,"315 Saliratthawiphak Rd. Samsennai Phayatai, Chatuchak, Bangkok, Thailand, 10400",1.0,7.3,Saphan Khwai BTS Station && 450 m ; Xavier Hall && 720 m ; ICQ && 860 m ; Or Tor Kor (OTK) Market && 870 m ; Or Tor Kor Market && 870 m ; Elephant Tower && 920 m ; Sobazaar && 960 m ; Khamphaeng Phet MRT Station && 970 m ; Siam Rare Books and Collectibles && 1.03 km ; Soi Ari && 1.08 km,Central World && 5 km ; Jim Thompson && 5.05 km ; Terminal 21 Shopping Mall && 5.92 km ; Wat Saket && 6.11 km ; Khao San Road && 6.57 km ; Yaowarat Road && 6.96 km ; Grand Palace && 7.63 km ; Wat Phra Kaew && 7.63 km ; Wat Pho Temple && 7.8 km ; Asiatique - The Riverfront && 10.76 km,Chatuchak
1511,1000006296,Baan Khun Mae Apartment,"Udomsook45 Sukhumwit103 Road, Bang Na, Bangkok, Thailand",1.5,5.6,Twin Lotus Hospital && 660 m ; Central Plaza Bangna && 1.01 km ; Thai Nakarin Hospital && 1.29 km ; Paradise Park && 1.66 km ; Wat Sri Iam Temple && 1.68 km ; Paradise Park Mall && 1.95 km ; Bangkok Patana International School && 2.08 km ; Berkeley International School && 2.11 km ; Haha Mall && 2.11 km ; Dhammamongkol Temple && 2.18 km,Terminal 21 Shopping Mall && 10.2 km ; Central World && 12.57 km ; Jim Thompson && 13.74 km ; Asiatique - The Riverfront && 14.22 km ; Yaowarat Road && 14.96 km ; Wat Saket && 15.98 km ; Wat Pho Temple && 16.89 km ; Khao San Road && 17.07 km ; Wat Phra Kaew && 17.14 km ; Grand Palace && 17.21 km,Bang Na
1512,1000006297,A House,"273/169 Soi Tedthai 53 paseechaleon, Thonburi, Bangkok, Thailand, 10160",1.0,4.7,Bang Wa BTS Station && 660 m ; Wutthakat BTS Station && 1.04 km ; Talad Plu Market && 1.15 km ; Talat Phlu BTS Station && 1.5 km ; Admire Tailors && 1.52 km ; Wat Paknam Bhasicharoen  Temple && 1.66 km ; Wat Intharam Worawiharn && 2.29 km ; Siam Technology College && 2.39 km ; Pho Nimit BTS Station && 2.46 km ; WOOLRICH && 2.48 km,Wat Pho Temple && 4.5 km ; Asiatique - The Riverfront && 4.61 km ; Wat Phra Kaew && 4.72 km ; Grand Palace && 4.74 km ; Yaowarat Road && 5.61 km ; Khao San Road && 5.87 km ; Wat Saket && 6.16 km ; Jim Thompson && 7.84 km ; Central World && 8.78 km ; Terminal 21 Shopping Mall && 10.72 km,Thonburi
1513,1000006298,Kaset Guesthouse,"2003/62 Soi.Land Development Department (Phaholyothin), Jatuchak , Chatuchak, Bangkok, Thailand",1.5,7.5,Chinese House && 570 m ; Fashionlicious Tours && 960 m ; Winks && 1.23 km ; Kasetsart University && 1.5 km ; Sarawittaya School && 1.87 km ; The Government Complex && 2.28 km ; Khlong Prem Prison && 2.29 km ; Horwang School && 2.53 km ; Central Plaza Ladprao && 2.72 km ; Central Plaza Lad Phrao && 2.72 km,Central World && 10.86 km ; Jim Thompson && 10.98 km ; Terminal 21 Shopping Mall && 11.21 km ; Wat Saket && 11.8 km ; Khao San Road && 12.02 km ; Yaowarat Road && 12.83 km ; Grand Palace && 13.14 km ; Wat Phra Kaew && 13.16 km ; Wat Pho Temple && 13.39 km ; Asiatique - The Riverfront && 16.69 km,Chatuchak
1514,1000006299,Suayai Guesthouse,"6/11 Ratchadapisek 36, Chankasem, Chatuchak, Ratchadaphisek, Bangkok, Thailand",1.5,5.9,Chinese House && 1.33 km ; Lesla && 1.33 km ; Winks && 1.33 km ; House of Dhamma && 1.68 km ; Horwang School && 1.92 km ; Lat Phrao MRT Station && 1.96 km ; Ratchada Market && 1.99 km ; Central Plaza Lad Phrao && 2.06 km ; Central Plaza Ladprao && 2.09 km ; Phahon Yothin MRT Station && 2.11 km,Central World && 9.56 km ; Terminal 21 Shopping Mall && 9.68 km ; Jim Thompson && 9.84 km ; Wat Saket && 10.94 km ; Khao San Road && 11.3 km ; Yaowarat Road && 11.82 km ; Grand Palace && 12.4 km ; Wat Phra Kaew && 12.41 km ; Wat Pho Temple && 12.6 km ; Asiatique - The Riverfront && 15.53 km,Ratchadaphisek
1515,1000006300,Q6 AT 6,"108 samsen soi 6, Khaosan, Bangkok, Thailand, 10200",1.0,8.0,Velothailand && 170 m ; Ad Here the 13th && 180 m ; Jack Armani Suit && 180 m ; Max fashion && 190 m ; Banglamphu && 210 m ; Aman's Fashion Tailor && 280 m ; Wat Indra Viharn && 350 m ; Rama 8 Bridge Pier && 400 m ; Ram Fashion Bangkok && 400 m ; Chaopho Khao Tok - Chaopho Pantai Norasingh Shrine && 430 m,Khao San Road && 690 m ; Wat Saket && 1.41 km ; Grand Palace && 1.79 km ; Wat Phra Kaew && 1.83 km ; Wat Pho Temple && 2.15 km ; Yaowarat Road && 2.88 km ; Jim Thompson && 3.54 km ; Central World && 4.76 km ; Asiatique - The Riverfront && 6.76 km ; Terminal 21 Shopping Mall && 7.22 km,Khaosan
1516,1000006302,T.T. Guesthouse,"516-518 Soi Sawang Sripraya Road Bangrak, Silom, Bangkok, Thailand, 10500",1.5,7.3,Peternangfactory && 350 m ; Bangrak Bazaar && 380 m ; Bangkok Folk Museum && 380 m ; Fashion Galleria && 500 m ; River City Shopping Complex && 580 m ; Main Post Office && 580 m ; Holy Rosary Church && 610 m ; Talat Noi && 610 m ; Si Phraya Pier && 630 m ; River City Complex && 630 m,Yaowarat Road && 1.39 km ; Jim Thompson && 2.18 km ; Central World && 2.69 km ; Wat Saket && 2.78 km ; Wat Pho Temple && 3.26 km ; Asiatique - The Riverfront && 3.53 km ; Wat Phra Kaew && 3.54 km ; Grand Palace && 3.61 km ; Khao San Road && 3.74 km ; Terminal 21 Shopping Mall && 4.53 km,Silom
1517,1000006303,Khaosan Rainbow Hostel,"43 Chakrapong Road, Banglumphu, Khaosan, Bangkok, Thailand, 10200",1.0,8.4,Hong Kong Tailors && 10 m ; Gazebo && 30 m ; K.Boss Tailors && 80 m ; Hippie de Bar && 90 m ; Th Khao San Market && 120 m ; The Wall Street Tailor && 140 m ; Chabad House && 150 m ; Shamrock Irish Pub && 160 m ; Silk Bar && 180 m ; Suit up! Bespoke Tailor && 200 m,Khao San Road && 300 m ; Grand Palace && 1.07 km ; Wat Phra Kaew && 1.12 km ; Wat Saket && 1.38 km ; Wat Pho Temple && 1.47 km ; Yaowarat Road && 2.62 km ; Jim Thompson && 3.75 km ; Central World && 4.99 km ; Asiatique - The Riverfront && 6.24 km ; Terminal 21 Shopping Mall && 7.45 km,Khaosan
1518,1000006304,DMK Hostel Donmueang Airport,"0.8 km walk from Terminal1 cross to Songprapa Rd - Soi1 Yak2, Don Mueang International Airport, Bangkok, Thailand, 10210",1.5,7.3,Don Mueang International Airport && 680 m ; Wat Don Mueang- Phra Arramluang && 700 m ; Harrow International School && 2.26 km ; Tesco Lotus Chaeng Wattana && 3.04 km ; The Avenue Chaengwattana && 3.04 km ; Mongkut Wattana Hospital && 3.04 km ; Wat Lak Si && 3.04 km ; Big C Chaeng Wattana && 3.04 km ; IT Square && 3.04 km ; Central General Hospital && 3.95 km,Central World && 20.69 km ; Jim Thompson && 20.73 km ; Terminal 21 Shopping Mall && 21.03 km ; Khao San Road && 21.21 km ; Wat Saket && 21.21 km ; Grand Palace && 22.33 km ; Wat Phra Kaew && 22.36 km ; Yaowarat Road && 22.4 km ; Wat Pho Temple && 22.65 km ; Asiatique - The Riverfront && 26.4 km,Don Mueang International Airport
1519,1000006305,City Mansion,"216 Soi Ladprao 130 Ladprao rd., Klongjan, Bangkapi, Bang Kapi, Bangkok, Thailand",1.5,3.6,Wat Klang Pier && 520 m ; Vejthani Hospital && 790 m ; Saphan Mit Mahat Thai Pier && 920 m ; Ramkhamhaeng Hospital Public Company Limited && 920 m ; Tawanna Plaza && 1.15 km ; SAT Health Garden && 1.19 km ; Dr Somchai Clinic && 1.25 km ; The Mall Bangkapi && 1.31 km ; ICK Pub && 1.32 km ; N Mark Plaza && 1.32 km,Terminal 21 Shopping Mall && 8.26 km ; Central World && 10.14 km ; Jim Thompson && 11.22 km ; Yaowarat Road && 13.39 km ; Wat Saket && 13.46 km ; Khao San Road && 14.36 km ; Wat Pho Temple && 15.06 km ; Wat Phra Kaew && 15.09 km ; Grand Palace && 15.13 km ; Asiatique - The Riverfront && 15.43 km,Bang Kapi
1520,1000006306,New Central Guesthouse,"81/1 Tanao Road (Khao San Road), Bangkok, Khaosan, Bangkok, Thailand, 10200",1.5,8.1,Thai Armani Fashion && 30 m ; New Boston Tailor && 100 m ; Brick Bar && 100 m ; Wat Mahannapharam && 120 m ; Buddy Tailor && 120 m ; Sogo Boss Tailor && 120 m ; Buddy Bar && 130 m ; Lava Club && 140 m ; Deep && 140 m ; Royal Pavilion Mahajetsadabadin && 170 m,Khao San Road && 180 m ; Wat Saket && 950 m ; Grand Palace && 1.26 km ; Wat Phra Kaew && 1.28 km ; Wat Pho Temple && 1.55 km ; Yaowarat Road && 2.31 km ; Jim Thompson && 3.29 km ; Central World && 4.53 km ; Asiatique - The Riverfront && 6.12 km ; Terminal 21 Shopping Mall && 7 km,Khaosan
1521,1000006307,Freesia Bangphi Guest House,"29/10 Moo7, Soi Pooncharoen Bangna-Trad Road, Bangchalong, Bangphlee, Samutprakarn, Suvarnabhumi Airport, Bangkok, Thailand, 10540",1.5,6.1,Bang-cha-Loang-Nai Temple && 940 m ; Hua Cheaw University && 1.26 km ; Green Valley Country Club && 1.77 km ; The American School of Bangkok Bangna Campus && 2.52 km ; Lake Wood Golf club && 3.19 km ; Wat Bang Pli Yai Nai && 4.16 km ; Home Pro Suvarnabhumi && 4.18 km ; Tesco Lotus Bangplee && 4.3 km ; Big C Bang Pli && 4.58 km ; Thai Yamaha Motors && 4.95 km,Terminal 21 Shopping Mall && 24.19 km ; Central World && 26.61 km ; Jim Thompson && 27.81 km ; Asiatique - The Riverfront && 28.05 km ; Yaowarat Road && 29.08 km ; Wat Saket && 30.09 km ; Wat Pho Temple && 31.01 km ; Khao San Road && 31.17 km ; Wat Phra Kaew && 31.26 km ; Grand Palace && 31.33 km,Suvarnabhumi Airport
1522,1000006308,Bluefin Guesthouse,"Soi Si Yan 3, Thanon Nakhon Chai Si, Dusit, Chatuchak, Bangkok, Thailand, 10300",1.5,6.9,Dusit Post Office && 340 m ; Wat Vimuttiyaram && 490 m ; Supreme Complex Samsen && 530 m ; Irrigation Dept. Pier && 540 m ; Sukhothai Palace && 570 m ; Thewet Market && 600 m ; Payap Pier && 610 m ; Kheaw Khai Ka Pier && 650 m ; Krungthon Bridge && 710 m ; Rajabhat Suan Dusit University && 980 m,Khao San Road && 3.42 km ; Wat Saket && 3.59 km ; Jim Thompson && 4.36 km ; Grand Palace && 4.55 km ; Wat Phra Kaew && 4.58 km ; Wat Pho Temple && 4.88 km ; Yaowarat Road && 5.02 km ; Central World && 5.23 km ; Terminal 21 Shopping Mall && 7.38 km ; Asiatique - The Riverfront && 9.14 km,Chatuchak
1523,1000006309,Place Inn,"28/10 Soi Rambuttri, Chakrapong rd., Banglumpoo, Pranakorn, Khaosan, Bangkok, Thailand",1.0,7.4,Rambuttri Fashion && 10 m ; New Picasso && 60 m ; Ravinsons's International Tailor && 80 m ; Chabad House && 120 m ; Suit Art Bangkok && 120 m ; The Wall Street Tailor && 130 m ; Phra Athit Road && 140 m ; Phra Arthit Pier && 210 m ; Buddhist Association && 220 m ; Baan Praa Thit Restaurant && 230 m,Khao San Road && 540 m ; Grand Palace && 1.2 km ; Wat Phra Kaew && 1.26 km ; Wat Saket && 1.63 km ; Wat Pho Temple && 1.64 km ; Yaowarat Road && 2.88 km ; Jim Thompson && 3.99 km ; Central World && 5.22 km ; Asiatique - The Riverfront && 6.45 km ; Terminal 21 Shopping Mall && 7.69 km,Khaosan
1524,1000006310,Pink Guest House,"2/7 Sukhumvit 53, Wattana, Sukhumvit, Bangkok, Thailand, 10110",1.0,8.4,Soi 38 Night Market && 70 m ; Thong Lo BTS Station && 100 m ; Thong Lo && 180 m ; Black Amber Social Club && 200 m ; Akko Art Gallery && 250 m ; Asia Herb Association && 260 m ; New Bangkok International Clothier && 290 m ; Wat Maha But Temple - Mae Nak Shrine && 300 m ; Friends 'N' Stuff Bangkok && 330 m ; Ana’s Garden && 340 m,Terminal 21 Shopping Mall && 2.32 km ; Central World && 4.75 km ; Jim Thompson && 5.97 km ; Yaowarat Road && 7.55 km ; Wat Saket && 8.31 km ; Asiatique - The Riverfront && 8.36 km ; Khao San Road && 9.39 km ; Wat Pho Temple && 9.48 km ; Wat Phra Kaew && 9.66 km ; Grand Palace && 9.72 km,Sukhumvit
1525,1000006311,@1194 House,"1194 Satupadit soi 20, Chan43 Yak26, Bangklo Bangkolam, Sathorn, Bangkok, Thailand, 10120",1.5,5.8,Central Plaza Rama III && 1.09 km ; Tentacles && 1.18 km ; The UP Rama 3 && 1.42 km ; Wat Phaeng && 1.52 km ; Wat Ratcha Khruet Worawiharn && 1.52 km ; Wat Nakprok && 1.52 km ; Wat Nang Chi && 1.52 km ; Wat Apsonsawan && 1.52 km ; Wat Khunchan && 1.52 km ; Wat Nuanworadit Woraviharn && 1.52 km,Asiatique - The Riverfront && 2.68 km ; Yaowarat Road && 5.02 km ; Central World && 5.36 km ; Terminal 21 Shopping Mall && 5.56 km ; Jim Thompson && 5.59 km ; Wat Pho Temple && 6.49 km ; Wat Saket && 6.52 km ; Wat Phra Kaew && 6.86 km ; Grand Palace && 6.93 km ; Khao San Road && 7.37 km,Sathorn
1526,1000006312,Sabai Mansion,"8/1 Ramintra 93 Ramintra rd., Kannayao, Suvarnabhumi Airport, Bangkok, Thailand",1.5,5.1,The Promenade Mall && 380 m ; The Promenade && 1.82 km ; Nopparat Rajathanee Hospital && 1.96 km ; Amorini Mall && 2.18 km ; Siam Park City && 3.21 km ; Fashion Island && 3.86 km ; Wat Fo Guang Shan && 4.15 km ; Venice Di Iris && 4.66 km ; Wat Prayasuren && 4.75 km ; Tawan Daeng German Beer Brewery and Restaurant && 4.75 km,Terminal 21 Shopping Mall && 16.17 km ; Central World && 17.48 km ; Jim Thompson && 18.3 km ; Wat Saket && 20.15 km ; Yaowarat Road && 20.54 km ; Khao San Road && 20.82 km ; Wat Phra Kaew && 21.78 km ; Grand Palace && 21.8 km ; Wat Pho Temple && 21.86 km ; Asiatique - The Riverfront && 23.32 km,Suvarnabhumi Airport
1527,1000006313,Feel Good Bangkok Hostel,"Somdejprapinklao, Thonburi, Bangkok, Thailand, 10700",1.5,8.9,Royal Barges National Museum && 850 m ; Bangkok Noi Canal && 970 m ; Pin Klao Bridge && 980 m ; Phra Pin Klao Pier && 1 km ; Oil Liquor Company && 1.16 km ; Thonburi Railway Pier && 1.2 km ; Rama VIII Bridge and Park && 1.21 km ; Central Pinklao Shopping Complex && 1.23 km ; Central Plaza Pinklao && 1.24 km ; Bangkok Tourism Division && 1.27 km,Khao San Road && 1.94 km ; Grand Palace && 2.29 km ; Wat Phra Kaew && 2.36 km ; Wat Pho Temple && 2.76 km ; Wat Saket && 3.01 km ; Yaowarat Road && 4.27 km ; Jim Thompson && 5.3 km ; Central World && 6.53 km ; Asiatique - The Riverfront && 7.62 km ; Terminal 21 Shopping Mall && 9 km,Thonburi
1528,1000006314,hostel24,"# 63 Shukumvit Soi 93 Bangchak Phrakanong, Sukhumvit, Bangkok, Thailand, 10260",1.0,6.9,Bangchak BTS Station && 360 m ; Tokai Surgery Clinic && 450 m ; Asia Herb Association - Phrom Phong Shop && 500 m ; Century The Movie Plaza Sukhumvit && 820 m ; Tesco Lotus Sukhumvit && 830 m ; On Nut BTS Station && 870 m ; Punnawithi BTS Station && 1.22 km ; On Nut Market && 1.27 km ; Dhammamongkol Temple && 1.59 km ; 101 The Third Place && 1.62 km,Terminal 21 Shopping Mall && 6.44 km ; Central World && 8.81 km ; Jim Thompson && 9.99 km ; Asiatique - The Riverfront && 11 km ; Yaowarat Road && 11.29 km ; Wat Saket && 12.26 km ; Wat Pho Temple && 13.23 km ; Khao San Road && 13.34 km ; Wat Phra Kaew && 13.47 km ; Grand Palace && 13.53 km,Sukhumvit
1529,1000006315,Eco House,"Rama 6 soi 21, Ratchathevi, Siam, Bangkok, Thailand, 10400",1.0,6.7,Bahn Manangkasila && 160 m ; Nang Loeng Market && 390 m ; Bobae Market - Wholesale Clothing && 400 m ; Bobae Market && 470 m ; Wat Borommaniwat Ratchaworawiharn && 560 m ; Bobe Market Pier && 570 m ; Baan Pitsanulok && 570 m ; Mission Hospital && 570 m ; The Sportsman && 630 m ; B.B. Fashion && 630 m,Jim Thompson && 1 km ; Wat Saket && 1.55 km ; Yaowarat Road && 1.99 km ; Central World && 2.2 km ; Khao San Road && 2.54 km ; Wat Phra Kaew && 3.18 km ; Wat Pho Temple && 3.18 km ; Grand Palace && 3.21 km ; Terminal 21 Shopping Mall && 4.67 km ; Asiatique - The Riverfront && 5.95 km,Siam
